"","x"
"correlation.C2.mean",0.462798592610966
"correlation.C2.sd",0.0912077715001114
"correlation.C3.mean",0.7625
"correlation.C3.sd",0
"correlation.C4",0.9625
"linearity.L1.mean",0.102768991713728
"linearity.L1.sd",0.0790219746314825
"linearity.L2.mean",0.016779919497204
"linearity.L2.sd",NA
"linearity.L3.mean",0.0103766606337086
"linearity.L3.sd",0.0178597686026354
"smoothness.S1.mean",0.0334728033472803
"smoothness.S1.sd",0.180056100892014
"smoothness.S2.mean",0.229905393082756
"smoothness.S2.sd",0.18455349109688
"smoothness.S3.mean",0.00416666666666667
"smoothness.S3.sd",0.0645497224367903
"smoothness.S4.mean",0.103867902268273
"smoothness.S4.sd",0.304733119619061
"dimensionality.T2",0.0833333333333333
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.2
