"","x"
"correlation.C2.mean",0.271065688349674
"correlation.C2.sd",0.0422723891443997
"correlation.C3.mean",0.695138888888889
"correlation.C3.sd",0.00764519941362384
"correlation.C4",1
"linearity.L1.mean",0.38858682688984
"linearity.L1.sd",0.204353353294063
"linearity.L2.mean",0.192586013813999
"linearity.L2.sd",NA
"linearity.L3.mean",0.178877417519868
"linearity.L3.sd",0.133593897038904
"smoothness.S1.mean",0.0669456066945607
"smoothness.S1.sd",0.25018961608215
"smoothness.S2.mean",0.243804730867323
"smoothness.S2.sd",0.210538544967735
"smoothness.S3.mean",0.025
"smoothness.S3.sd",0.156451230253069
"smoothness.S4.mean",0.157249656325671
"smoothness.S4.sd",0.363396906838445
"dimensionality.T2",0.025
"dimensionality.T3",0.0125
"dimensionality.T4",0.5
