"","x"
"correlation.C2.mean",0.304425363022992
"correlation.C2.sd",0.076502536443418
"correlation.C3.mean",0.713690476190476
"correlation.C3.sd",0.0315232760229157
"correlation.C4",0.933333333333333
"linearity.L1.mean",0.314407303899751
"linearity.L1.sd",0.187079079429978
"linearity.L2.mean",0.133704707281043
"linearity.L2.sd",NA
"linearity.L3.mean",0.107030376803853
"linearity.L3.sd",0.106145335713428
"smoothness.S1.mean",0.317991631799163
"smoothness.S1.sd",0.466184099026974
"smoothness.S2.mean",0.313473557287946
"smoothness.S2.sd",0.120019927761206
"smoothness.S3.mean",0.3
"smoothness.S3.sd",0.459215266610188
"smoothness.S4.mean",0.125650691297685
"smoothness.S4.sd",0.331963702716287
"dimensionality.T2",0.0291666666666667
"dimensionality.T3",0.0208333333333333
"dimensionality.T4",0.714285714285714
