"","x"
"correlation.C2.mean",0.304264459329429
"correlation.C2.sd",0.0828668589428853
"correlation.C3.mean",0.755092592592593
"correlation.C3.sd",0.0222222222222222
"correlation.C4",1
"linearity.L1.mean",0.222024317421476
"linearity.L1.sd",0.134805268919674
"linearity.L2.mean",0.0673915394694426
"linearity.L2.sd",NA
"linearity.L3.mean",0.0468398007854302
"linearity.L3.sd",0.0508118986548733
"smoothness.S1.mean",0.184100418410042
"smoothness.S1.sd",0.387972105537082
"smoothness.S2.mean",0.313913305357911
"smoothness.S2.sd",0.0773675669136218
"smoothness.S3.mean",0.175
"smoothness.S3.sd",0.380761184337254
"smoothness.S4.mean",0.0131757511251986
"smoothness.S4.sd",0.111910675792845
"dimensionality.T2",0.0375
"dimensionality.T3",0.0375
"dimensionality.T4",1
