"","x"
"correlation.C2.mean",0.20459676872512
"correlation.C2.sd",0.0632644249288386
"correlation.C3.mean",0.697058823529412
"correlation.C3.sd",0.0200782273226075
"correlation.C4",1
"linearity.L1.mean",0.212303328278846
"linearity.L1.sd",0.131776529187481
"linearity.L2.mean",0.0623654024527881
"linearity.L2.sd",NA
"linearity.L3.mean",0.0482579401923702
"linearity.L3.sd",0.0519180213186662
"smoothness.S1.mean",0.305439330543933
"smoothness.S1.sd",0.461075803670923
"smoothness.S2.mean",0.326092843568761
"smoothness.S2.sd",0.0533631111004658
"smoothness.S3.mean",0.295833333333333
"smoothness.S3.sd",0.457370295459553
"smoothness.S4.mean",0.00483371577088339
"smoothness.S4.sd",0.0654178835735509
"dimensionality.T2",0.0708333333333333
"dimensionality.T3",0.0666666666666667
"dimensionality.T4",0.941176470588235
