"","x"
"correlation.C2.mean",0.328009969004473
"correlation.C2.sd",0.0068041972388662
"correlation.C3.mean",0.745833333333333
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.375079386041273
"linearity.L1.sd",0.211091032205115
"linearity.L2.mean",0.185058305444363
"linearity.L2.sd",NA
"linearity.L3.mean",0.165822763584319
"linearity.L3.sd",0.139268953686244
"smoothness.S1.mean",0.393305439330544
"smoothness.S1.sd",0.488995413554861
"smoothness.S2.mean",0.314341414138643
"smoothness.S2.sd",0.179865553485635
"smoothness.S3.mean",0.433333333333333
"smoothness.S3.sd",0.496571228182119
"smoothness.S4.mean",0.309642920485685
"smoothness.S4.sd",0.463295662469821
"dimensionality.T2",0.00833333333333333
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",1
