"","x"
"correlation.C2.mean",0.308299391737391
"correlation.C2.sd",0.0639771319632155
"correlation.C3.mean",0.766666666666667
"correlation.C3.sd",0
"correlation.C4",0.954166666666667
"linearity.L1.mean",0.20039306230262
"linearity.L1.sd",0.151676190369766
"linearity.L2.mean",0.0630671891994194
"linearity.L2.sd",NA
"linearity.L3.mean",0.0473979413059815
"linearity.L3.sd",0.0720379471800272
"smoothness.S1.mean",0.0627615062761506
"smoothness.S1.sd",0.242787596914127
"smoothness.S2.mean",0.254899807205517
"smoothness.S2.sd",0.190936581237802
"smoothness.S3.mean",0.0166666666666667
"smoothness.S3.sd",0.128286638609585
"smoothness.S4.mean",0.135656155240798
"smoothness.S4.sd",0.341645262028794
"dimensionality.T2",0.0291666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.428571428571429
