"","x"
"correlation.C2.mean",0.151812710296424
"correlation.C2.sd",0.152887549478495
"correlation.C3.mean",0.743111111111111
"correlation.C3.sd",0.0211016834814579
"correlation.C4",0.872
"linearity.L1.mean",0.20429267628464
"linearity.L1.sd",0.147231222363032
"linearity.L2.mean",0.0633258222906992
"linearity.L2.sd",NA
"linearity.L3.mean",0.0474493642828884
"linearity.L3.sd",0.0573213778022895
"smoothness.S1.mean",0.104417670682731
"smoothness.S1.sd",0.306109096438723
"smoothness.S2.mean",0.168259561408782
"smoothness.S2.sd",0.0556474056798381
"smoothness.S3.mean",0.092
"smoothness.S3.sd",0.289605742249312
"smoothness.S4.mean",0.0137277866367354
"smoothness.S4.sd",0.112306867303503
"dimensionality.T2",0.072
"dimensionality.T3",0.06
"dimensionality.T4",0.833333333333333
