"","x"
"correlation.C2.mean",0.161546313135607
"correlation.C2.sd",0.168482920087296
"correlation.C3.mean",0.70775
"correlation.C3.sd",0.0726851658409977
"correlation.C4",0.864
"linearity.L1.mean",0.210679703377944
"linearity.L1.sd",0.145335435182401
"linearity.L2.mean",0.0654238365801979
"linearity.L2.sd",NA
"linearity.L3.mean",0.0498086853697564
"linearity.L3.sd",0.068871734325737
"smoothness.S1.mean",0.108433734939759
"smoothness.S1.sd",0.311240066347354
"smoothness.S2.mean",0.162277248905034
"smoothness.S2.sd",0.0563347907155141
"smoothness.S3.mean",0.1
"smoothness.S3.sd",0.300601806021076
"smoothness.S4.mean",0.00828721566098213
"smoothness.S4.sd",0.0895088201460503
"dimensionality.T2",0.064
"dimensionality.T3",0.056
"dimensionality.T4",0.875
