"","x"
"correlation.C2.mean",0.440876383018622
"correlation.C2.sd",0.123245921646502
"correlation.C3.mean",0.719583333333333
"correlation.C3.sd",0.031245370027384
"correlation.C4",0.841666666666667
"linearity.L1.mean",0.355278211205806
"linearity.L1.sd",0.210712523000729
"linearity.L2.mean",0.170437375676308
"linearity.L2.sd",NA
"linearity.L3.mean",0.158004425571344
"linearity.L3.sd",0.166878458288307
"smoothness.S1.mean",0.230125523012552
"smoothness.S1.sd",0.421353993175856
"smoothness.S2.mean",0.188813963931249
"smoothness.S2.sd",0.120756391442514
"smoothness.S3.mean",0.175
"smoothness.S3.sd",0.380761184337254
"smoothness.S4.mean",0.179938046299265
"smoothness.S4.sd",0.384913809772742
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.2
