"","x"
"correlation.C2.mean",0.248605918369706
"correlation.C2.sd",0.04964946732997
"correlation.C3.mean",0.690277777777778
"correlation.C3.sd",0.00672637404134707
"correlation.C4",1
"linearity.L1.mean",0.241174579686668
"linearity.L1.sd",0.141554797641221
"linearity.L2.mean",0.0781194479525578
"linearity.L2.sd",NA
"linearity.L3.mean",0.0545302509443402
"linearity.L3.sd",0.0517367146860317
"smoothness.S1.mean",0.225941422594142
"smoothness.S1.sd",0.418638920584006
"smoothness.S2.mean",0.327546300089558
"smoothness.S2.sd",0.066891950732096
"smoothness.S3.mean",0.245833333333333
"smoothness.S3.sd",0.431480051529041
"smoothness.S4.mean",0.0136461513842049
"smoothness.S4.sd",0.112717386038794
"dimensionality.T2",0.05
"dimensionality.T3",0.05
"dimensionality.T4",1
