"","x"
"correlation.C2.mean",0.311036901235672
"correlation.C2.sd",0.0487461816011749
"correlation.C3.mean",0.75
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.14702912730969
"linearity.L1.sd",0.105808672600833
"linearity.L2.mean",0.0327663916616763
"linearity.L2.sd",NA
"linearity.L3.mean",0.0246505483477069
"linearity.L3.sd",0.0343897023967624
"smoothness.S1.mean",0.0418410041841004
"smoothness.S1.sd",0.200435479334195
"smoothness.S2.mean",0.252830871741432
"smoothness.S2.sd",0.196605417607738
"smoothness.S3.mean",0.0125
"smoothness.S3.sd",0.111334619456572
"smoothness.S4.mean",0.160214247868129
"smoothness.S4.sd",0.366392840585651
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
