"","x"
"correlation.C2.mean",0.284580760088326
"correlation.C2.sd",0.0408957306236618
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.116201412124253
"linearity.L1.sd",0.088143688135774
"linearity.L2.mean",0.0212397058138548
"linearity.L2.sd",NA
"linearity.L3.mean",0.0161558206811013
"linearity.L3.sd",0.026075590893382
"smoothness.S1.mean",0.0543933054393305
"smoothness.S1.sd",0.227029740931575
"smoothness.S2.mean",0.297137377006013
"smoothness.S2.sd",0.22094472910666
"smoothness.S3.mean",0.0166666666666667
"smoothness.S3.sd",0.128286638609585
"smoothness.S4.mean",0.175734056020724
"smoothness.S4.sd",0.38139005279664
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.2
