"","x"
"correlation.C2.mean",0.337259364097988
"correlation.C2.sd",0.186913385557882
"correlation.C3.mean",0.721666666666667
"correlation.C3.sd",0.0300334176017234
"correlation.C4",0.879166666666667
"linearity.L1.mean",0.323960808250553
"linearity.L1.sd",0.205850754589102
"linearity.L2.mean",0.147148577892401
"linearity.L2.sd",NA
"linearity.L3.mean",0.122061450232389
"linearity.L3.sd",0.118988504679531
"smoothness.S1.mean",0.0920502092050209
"smoothness.S1.sd",0.289399692398115
"smoothness.S2.mean",0.172368963124349
"smoothness.S2.sd",0.103976034407147
"smoothness.S3.mean",0.0916666666666667
"smoothness.S3.sd",0.289157869270797
"smoothness.S4.mean",0.0603920874142058
"smoothness.S4.sd",0.236540379713034
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
