"","x"
"correlation.C2.mean",0.245345923827236
"correlation.C2.sd",0.0615780926977777
"correlation.C3.mean",0.716666666666667
"correlation.C3.sd",0.0336787657027282
"correlation.C4",1
"linearity.L1.mean",0.459537301129162
"linearity.L1.sd",0.136645230792798
"linearity.L2.mean",0.229768650564581
"linearity.L2.sd",NA
"linearity.L3.mean",0.225920759591463
"linearity.L3.sd",0.105005390870191
"smoothness.S1.mean",0.104602510460251
"smoothness.S1.sd",0.306361190748826
"smoothness.S2.mean",0.263890972911143
"smoothness.S2.sd",0.210801088792823
"smoothness.S3.mean",0.0708333333333333
"smoothness.S3.sd",0.257082385353675
"smoothness.S4.mean",0.221804427371027
"smoothness.S4.sd",0.416275982051409
"dimensionality.T2",0.0166666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.5
