"","x"
"correlation.C2.mean",0.222828282622756
"correlation.C2.sd",0.0634747210079662
"correlation.C3.mean",0.695601851851852
"correlation.C3.sd",0.0245245734366833
"correlation.C4",1
"linearity.L1.mean",0.212493427488881
"linearity.L1.sd",0.14292067440582
"linearity.L2.mean",0.0654946662353673
"linearity.L2.sd",NA
"linearity.L3.mean",0.0505197085307563
"linearity.L3.sd",0.0600940033729031
"smoothness.S1.mean",0.230125523012552
"smoothness.S1.sd",0.421353993175856
"smoothness.S2.mean",0.323836208918726
"smoothness.S2.sd",0.0591023697463535
"smoothness.S3.mean",0.233333333333333
"smoothness.S3.sd",0.423836499093386
"smoothness.S4.mean",0.00150526545265078
"smoothness.S4.sd",0.0232708391731713
"dimensionality.T2",0.075
"dimensionality.T3",0.0708333333333333
"dimensionality.T4",0.944444444444444
