"","x"
"correlation.C2.mean",0.372046227674968
"correlation.C2.sd",0.0942835513408689
"correlation.C3.mean",0.75
"correlation.C3.sd",0
"correlation.C4",0.954166666666667
"linearity.L1.mean",0.100412858327143
"linearity.L1.sd",0.0843054509092761
"linearity.L2.mean",0.0171605369660558
"linearity.L2.sd",NA
"linearity.L3.mean",0.0102863225257727
"linearity.L3.sd",0.0149872357372254
"smoothness.S1.mean",0.0292887029288703
"smoothness.S1.sd",0.168791227025417
"smoothness.S2.mean",0.265385658597437
"smoothness.S2.sd",0.22000594979928
"smoothness.S3.mean",0.00416666666666667
"smoothness.S3.sd",0.0645497224367903
"smoothness.S4.mean",0.109234831317071
"smoothness.S4.sd",0.311944756050843
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.4
