"","x"
"correlation.C2.mean",0.268639829917946
"correlation.C2.sd",0.0593243780297462
"correlation.C3.mean",0.69375
"correlation.C3.sd",0.0183470066855874
"correlation.C4",1
"linearity.L1.mean",0.34706525314944
"linearity.L1.sd",0.221715461130738
"linearity.L2.mean",0.169407211707666
"linearity.L2.sd",NA
"linearity.L3.mean",0.148580202629503
"linearity.L3.sd",0.143238878018533
"smoothness.S1.mean",0.104602510460251
"smoothness.S1.sd",0.306361190748826
"smoothness.S2.mean",0.268758479130832
"smoothness.S2.sd",0.227434102718899
"smoothness.S3.mean",0.075
"smoothness.S3.sd",0.26394179655092
"smoothness.S4.mean",0.192885469761133
"smoothness.S4.sd",0.394915038895769
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.4
