"","x"
"correlation.C2.mean",0.372776341281438
"correlation.C2.sd",0.199849724594106
"correlation.C3.mean",0.750555555555556
"correlation.C3.sd",0.0258230906473646
"correlation.C4",0.695833333333333
"linearity.L1.mean",0.249444641200453
"linearity.L1.sd",0.18635499597463
"linearity.L2.mean",0.0968061127794741
"linearity.L2.sd",NA
"linearity.L3.mean",0.0821403482572543
"linearity.L3.sd",0.108241312606918
"smoothness.S1.mean",0.163179916317992
"smoothness.S1.sd",0.369916888300451
"smoothness.S2.mean",0.29966805647447
"smoothness.S2.sd",0.0969138806326889
"smoothness.S3.mean",0.170833333333333
"smoothness.S3.sd",0.377149811711736
"smoothness.S4.mean",0.0448241685981507
"smoothness.S4.sd",0.205268167923739
"dimensionality.T2",0.0625
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.466666666666667
