"","x"
"correlation.C2.mean",0.434265313238004
"correlation.C2.sd",0.0159303872753418
"correlation.C3.mean",0.756
"correlation.C3.sd",0.00565685424949239
"correlation.C4",0.976
"linearity.L1.mean",0.337340986362914
"linearity.L1.sd",0.223984572958039
"linearity.L2.mean",0.163767353647806
"linearity.L2.sd",NA
"linearity.L3.mean",0.137405856988521
"linearity.L3.sd",0.135384288034261
"smoothness.S1.mean",0.317269076305221
"smoothness.S1.sd",0.465881147233536
"smoothness.S2.mean",0.209555286701808
"smoothness.S2.sd",0.112517171580201
"smoothness.S3.mean",0.36
"smoothness.S3.sd",0.480962889633721
"smoothness.S4.mean",0.237682923305918
"smoothness.S4.sd",0.425813768826326
"dimensionality.T2",0.008
"dimensionality.T3",0.008
"dimensionality.T4",1
