"","x"
"correlation.C2.mean",0.140846376707668
"correlation.C2.sd",0.0323315777850067
"correlation.C3.mean",0.6875
"correlation.C3.sd",0.00340206908719885
"correlation.C4",1
"linearity.L1.mean",0.481911274148646
"linearity.L1.sd",0.0935608593345314
"linearity.L2.mean",0.240955637074323
"linearity.L2.sd",NA
"linearity.L3.mean",0.238541445329511
"linearity.L3.sd",0.0758694858211513
"smoothness.S1.mean",0.322175732217573
"smoothness.S1.sd",0.467799472436574
"smoothness.S2.mean",0.158866251164156
"smoothness.S2.sd",0.183142543141647
"smoothness.S3.mean",0.220833333333333
"smoothness.S3.sd",0.415675250079424
"smoothness.S4.mean",0.230558750156392
"smoothness.S4.sd",0.421612138007262
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0208333333333333
"dimensionality.T4",0.5
