"","x"
"correlation.C2.mean",0.235493815067452
"correlation.C2.sd",0.177373683244957
"correlation.C3.mean",0.7305
"correlation.C3.sd",0.0467913300882607
"correlation.C4",0.828
"linearity.L1.mean",0.230165810205337
"linearity.L1.sd",0.165931320685232
"linearity.L2.mean",0.0803993705590872
"linearity.L2.sd",NA
"linearity.L3.mean",0.0668835107438434
"linearity.L3.sd",0.0765461849823397
"smoothness.S1.mean",0.0803212851405622
"smoothness.S1.sd",0.27206324197613
"smoothness.S2.mean",0.190501798536581
"smoothness.S2.sd",0.0667817826742041
"smoothness.S3.mean",0.068
"smoothness.S3.sd",0.252250910976261
"smoothness.S4.mean",0.0369106280450196
"smoothness.S4.sd",0.187267575960314
"dimensionality.T2",0.032
"dimensionality.T3",0.028
"dimensionality.T4",0.875
