"","x"
"correlation.C2.mean",0.168357246985309
"correlation.C2.sd",0.14281607849168
"correlation.C3.mean",0.715764705882353
"correlation.C3.sd",0.0217472107745014
"correlation.C4",0.9
"linearity.L1.mean",0.225546985396869
"linearity.L1.sd",0.150202715735581
"linearity.L2.mean",0.0733420550127019
"linearity.L2.sd",NA
"linearity.L3.mean",0.0568097547629569
"linearity.L3.sd",0.0696844479433643
"smoothness.S1.mean",0.108433734939759
"smoothness.S1.sd",0.311240066347354
"smoothness.S2.mean",0.178104702640236
"smoothness.S2.sd",0.0518477136268305
"smoothness.S3.mean",0.072
"smoothness.S3.sd",0.259006442679323
"smoothness.S4.mean",9.43872329468508e-05
"smoothness.S4.sd",0.00148940541361223
"dimensionality.T2",0.068
"dimensionality.T3",0.056
"dimensionality.T4",0.823529411764706
