"","x"
"correlation.C2.mean",0.665140749130845
"correlation.C2.sd",0.103452855539756
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",0.841666666666667
"linearity.L1.mean",0.29051929256009
"linearity.L1.sd",0.177673387998023
"linearity.L2.mean",0.115837759515633
"linearity.L2.sd",NA
"linearity.L3.mean",0.095286613301383
"linearity.L3.sd",0.0947510890225852
"smoothness.S1.mean",0.0878661087866109
"smoothness.S1.sd",0.283396675978911
"smoothness.S2.mean",0.137236386279043
"smoothness.S2.sd",0.086897209582597
"smoothness.S3.mean",0.075
"smoothness.S3.sd",0.26394179655092
"smoothness.S4.mean",0.0546592660099834
"smoothness.S4.sd",0.227241362855081
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
