"","x"
"correlation.C2.mean",0.293539221123876
"correlation.C2.sd",0.28914098345832
"correlation.C3.mean",0.75
"correlation.C3.sd",0
"correlation.C4",0.929166666666667
"linearity.L1.mean",0.25950028204239
"linearity.L1.sd",0.191929918801625
"linearity.L2.mean",0.104024002220732
"linearity.L2.sd",NA
"linearity.L3.mean",0.0839070207176501
"linearity.L3.sd",0.108188042196032
"smoothness.S1.mean",0.184100418410042
"smoothness.S1.sd",0.387972105537082
"smoothness.S2.mean",0.256333241435163
"smoothness.S2.sd",0.110454843616323
"smoothness.S3.mean",0.179166666666667
"smoothness.S3.sd",0.384293261739171
"smoothness.S4.mean",0.0485086876978634
"smoothness.S4.sd",0.212922281556054
"dimensionality.T2",0.025
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.666666666666667
