"","x"
"correlation.C2.mean",0.191303692368015
"correlation.C2.sd",0.14533343255862
"correlation.C3.mean",0.738333333333333
"correlation.C3.sd",0.0246737977680027
"correlation.C4",0.95
"linearity.L1.mean",0.353894645524781
"linearity.L1.sd",0.200800076217544
"linearity.L2.mean",0.165394087945878
"linearity.L2.sd",NA
"linearity.L3.mean",0.153530334401674
"linearity.L3.sd",0.137066224365513
"smoothness.S1.mean",0.422594142259414
"smoothness.S1.sd",0.494489515617633
"smoothness.S2.mean",0.296612950042209
"smoothness.S2.sd",0.0880748653252924
"smoothness.S3.mean",0.416666666666667
"smoothness.S3.sd",0.494036966640405
"smoothness.S4.mean",0.0753607461122333
"smoothness.S4.sd",0.264438417158363
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0333333333333333
"dimensionality.T4",0.8
