"","x"
"correlation.C2.mean",0.467926618260069
"correlation.C2.sd",0.254665236845479
"correlation.C3.mean",0.734583333333333
"correlation.C3.sd",0.0254625420840637
"correlation.C4",0.429166666666667
"linearity.L1.mean",0.184981116235085
"linearity.L1.sd",0.158853259498508
"linearity.L2.mean",0.0593472282583232
"linearity.L2.sd",NA
"linearity.L3.mean",0.0408040136273194
"linearity.L3.sd",0.0631658522657656
"smoothness.S1.mean",0.0627615062761506
"smoothness.S1.sd",0.242787596914127
"smoothness.S2.mean",0.283178879824458
"smoothness.S2.sd",0.149883696143068
"smoothness.S3.mean",0.0625
"smoothness.S3.sd",0.242567335257432
"smoothness.S4.mean",0.0215515631371307
"smoothness.S4.sd",0.143657790380812
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
