"","x"
"correlation.C2.mean",0.378884002830958
"correlation.C2.sd",0.0807524083981162
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",0.979166666666667
"linearity.L1.mean",0.161694531463836
"linearity.L1.sd",0.116810043720531
"linearity.L2.mean",0.0397328553763266
"linearity.L2.sd",NA
"linearity.L3.mean",0.0290093754070501
"linearity.L3.sd",0.0378334922321203
"smoothness.S1.mean",0.0334728033472803
"smoothness.S1.sd",0.180056100892014
"smoothness.S2.mean",0.253998141391632
"smoothness.S2.sd",0.194359635142659
"smoothness.S3.mean",0.0166666666666667
"smoothness.S3.sd",0.128286638609585
"smoothness.S4.mean",0.121399645625118
"smoothness.S4.sd",0.327184698552519
"dimensionality.T2",0.0708333333333333
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.235294117647059
