"","x"
"correlation.C2.mean",0.280345497634787
"correlation.C2.sd",0.0715219857540288
"correlation.C3.mean",0.7025
"correlation.C3.sd",0.0259242724340447
"correlation.C4",0.975
"linearity.L1.mean",0.438273244684529
"linearity.L1.sd",0.163467442948875
"linearity.L2.mean",0.218693701890114
"linearity.L2.sd",NA
"linearity.L3.mean",0.206636828584305
"linearity.L3.sd",0.120398610917105
"smoothness.S1.mean",0.288702928870293
"smoothness.S1.sd",0.453634278151745
"smoothness.S2.mean",0.200062525972958
"smoothness.S2.sd",0.124967571907171
"smoothness.S3.mean",0.270833333333333
"smoothness.S3.sd",0.445318903799168
"smoothness.S4.mean",0.239286779519726
"smoothness.S4.sd",0.426788006560538
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
