"","x"
"correlation.C2.mean",0.16581716836253
"correlation.C2.sd",0.131412673751829
"correlation.C3.mean",0.734583333333333
"correlation.C3.sd",0.031552547783102
"correlation.C4",1
"linearity.L1.mean",0.297619045036802
"linearity.L1.sd",0.181979458189579
"linearity.L2.mean",0.121555633658245
"linearity.L2.sd",NA
"linearity.L3.mean",0.0996479739081908
"linearity.L3.sd",0.101317119214952
"smoothness.S1.mean",0.297071129707113
"smoothness.S1.sd",0.457446883380403
"smoothness.S2.mean",0.298304356921111
"smoothness.S2.sd",0.115623816058
"smoothness.S3.mean",0.266666666666667
"smoothness.S3.sd",0.443140812425777
"smoothness.S4.mean",0.100421056135979
"smoothness.S4.sd",0.301186948454172
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.7
