"","x"
"correlation.C2.mean",0.352388633337992
"correlation.C2.sd",0.0788885908943076
"correlation.C3.mean",0.717307692307692
"correlation.C3.sd",0.0281492258753046
"correlation.C4",0.979166666666667
"linearity.L1.mean",0.195938848782552
"linearity.L1.sd",0.139638882105875
"linearity.L2.mean",0.0578098039521942
"linearity.L2.sd",NA
"linearity.L3.mean",0.0476959892521591
"linearity.L3.sd",0.0584292762726058
"smoothness.S1.mean",0.0585774058577406
"smoothness.S1.sd",0.235078079878533
"smoothness.S2.mean",0.265037896774508
"smoothness.S2.sd",0.207635229990455
"smoothness.S3.mean",0.025
"smoothness.S3.sd",0.156451230253069
"smoothness.S4.mean",0.16917395849782
"smoothness.S4.sd",0.374317210992461
"dimensionality.T2",0.0541666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.230769230769231
