"","x"
"correlation.C2.mean",0.222183770229352
"correlation.C2.sd",0.0555390027360909
"correlation.C3.mean",0.748214285714286
"correlation.C3.sd",0.00668153104781062
"correlation.C4",1
"linearity.L1.mean",0.236925543308871
"linearity.L1.sd",0.1420210444449
"linearity.L2.mean",0.0762196485663189
"linearity.L2.sd",NA
"linearity.L3.mean",0.0600093922890109
"linearity.L3.sd",0.0659187513549172
"smoothness.S1.mean",0.326359832635983
"smoothness.S1.sd",0.469371912072207
"smoothness.S2.mean",0.323459411109337
"smoothness.S2.sd",0.0614273291880694
"smoothness.S3.mean",0.3
"smoothness.S3.sd",0.459215266610188
"smoothness.S4.mean",0.0158129897512848
"smoothness.S4.sd",0.122088848319609
"dimensionality.T2",0.0583333333333333
"dimensionality.T3",0.0541666666666667
"dimensionality.T4",0.928571428571429
