"","x"
"correlation.C2.mean",0.0431212225478928
"correlation.C2.sd",0.0119923976335017
"correlation.C3.mean",0.71875
"correlation.C3.sd",0.0206239477846076
"correlation.C4",1
"linearity.L1.mean",0.498540258564494
"linearity.L1.sd",0.0270330318203517
"linearity.L2.mean",0.249270129282247
"linearity.L2.sd",NA
"linearity.L3.mean",0.247295432471892
"linearity.L3.sd",0.0243352440942402
"smoothness.S1.mean",0.163179916317992
"smoothness.S1.sd",0.369916888300451
"smoothness.S2.mean",0.290260966041341
"smoothness.S2.sd",0.232188855649805
"smoothness.S3.mean",0.120833333333333
"smoothness.S3.sd",0.326614645902036
"smoothness.S4.mean",0.344592852509805
"smoothness.S4.sd",0.475218089967513
"dimensionality.T2",0.00833333333333333
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",1
