"","x"
"correlation.C2.mean",0.314982299317708
"correlation.C2.sd",0.0397238026946074
"correlation.C3.mean",0.75
"correlation.C3.sd",0
"correlation.C4",0.975
"linearity.L1.mean",0.432316195614168
"linearity.L1.sd",0.171321194340889
"linearity.L2.mean",0.216125948988903
"linearity.L2.sd",NA
"linearity.L3.mean",0.206708535445109
"linearity.L3.sd",0.132649973453316
"smoothness.S1.mean",0.284518828451883
"smoothness.S1.sd",0.451657648800746
"smoothness.S2.mean",0.210208459541316
"smoothness.S2.sd",0.134251308173774
"smoothness.S3.mean",0.266666666666667
"smoothness.S3.sd",0.443140812425777
"smoothness.S4.mean",0.280068336720081
"smoothness.S4.sd",0.449696308369125
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
