"","x"
"correlation.C2.mean",0.411494249747199
"correlation.C2.sd",0.0691180696245674
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",0.908333333333333
"linearity.L1.mean",0.392119121008766
"linearity.L1.sd",0.192389306497937
"linearity.L2.mean",0.190616826793549
"linearity.L2.sd",NA
"linearity.L3.mean",0.180070676126643
"linearity.L3.sd",0.127799267740021
"smoothness.S1.mean",0.263598326359833
"smoothness.S1.sd",0.441045572260521
"smoothness.S2.mean",0.166035353804017
"smoothness.S2.sd",0.0965120150091405
"smoothness.S3.mean",0.279166666666667
"smoothness.S3.sd",0.449527103140024
"smoothness.S4.mean",0.17412015151776
"smoothness.S4.sd",0.37869698830209
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
