"","x"
"correlation.C2.mean",0.195848312756053
"correlation.C2.sd",0.0666279826876792
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.460997540482803
"linearity.L1.sd",0.134369893184266
"linearity.L2.mean",0.230498770241402
"linearity.L2.sd",NA
"linearity.L3.mean",0.223570558760238
"linearity.L3.sd",0.100795651832755
"smoothness.S1.mean",0.184100418410042
"smoothness.S1.sd",0.387972105537082
"smoothness.S2.mean",0.27403300977732
"smoothness.S2.sd",0.217978097632898
"smoothness.S3.mean",0.1125
"smoothness.S3.sd",0.31664097377969
"smoothness.S4.mean",0.330083521437461
"smoothness.S4.sd",0.470792980930471
"dimensionality.T2",0.0125
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.666666666666667
