"","x"
"correlation.C2.mean",0.104041908876039
"correlation.C2.sd",0.0518570742142852
"correlation.C3.mean",0.717083333333333
"correlation.C3.sd",0.0266036582001354
"correlation.C4",1
"linearity.L1.mean",0.483420525498359
"linearity.L1.sd",0.0897128376986056
"linearity.L2.mean",0.241710262749179
"linearity.L2.sd",NA
"linearity.L3.mean",0.238992705596007
"linearity.L3.sd",0.0753615430091628
"smoothness.S1.mean",0.205020920502092
"smoothness.S1.sd",0.404139870837843
"smoothness.S2.mean",0.183395583253632
"smoothness.S2.sd",0.106810711905682
"smoothness.S3.mean",0.179166666666667
"smoothness.S3.sd",0.384293261739171
"smoothness.S4.mean",0.143460701257953
"smoothness.S4.sd",0.350051486452292
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
