"","x"
"correlation.C2.mean",0.143179478299391
"correlation.C2.sd",0.0641118480473811
"correlation.C3.mean",0.7475
"correlation.C3.sd",0.0210818510677892
"correlation.C4",1
"linearity.L1.mean",0.379124650518545
"linearity.L1.sd",0.205370103198922
"linearity.L2.mean",0.185736642921711
"linearity.L2.sd",NA
"linearity.L3.mean",0.171611245275273
"linearity.L3.sd",0.141672922164484
"smoothness.S1.mean",0.447698744769874
"smoothness.S1.sd",0.497778015866693
"smoothness.S2.mean",0.342889246974981
"smoothness.S2.sd",0.103634022224197
"smoothness.S3.mean",0.441666666666667
"smoothness.S3.sd",0.497623361351636
"smoothness.S4.mean",0.107898747567618
"smoothness.S4.sd",0.309771930869983
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0375
"dimensionality.T4",0.9
