"","x"
"correlation.C2.mean",0.2907785043516
"correlation.C2.sd",0.195391831572583
"correlation.C3.mean",0.721929824561404
"correlation.C3.sd",0.02835654364078
"correlation.C4",0.933333333333333
"linearity.L1.mean",0.269916534734896
"linearity.L1.sd",0.182698640564791
"linearity.L2.mean",0.10609465068225
"linearity.L2.sd",NA
"linearity.L3.mean",0.0792055670172853
"linearity.L3.sd",0.092982725995641
"smoothness.S1.mean",0.171548117154812
"smoothness.S1.sd",0.37738217341015
"smoothness.S2.mean",0.286706495057681
"smoothness.S2.sd",0.0952208514603421
"smoothness.S3.mean",0.179166666666667
"smoothness.S3.sd",0.384293261739171
"smoothness.S4.mean",0.0512741527645964
"smoothness.S4.sd",0.219208291350118
"dimensionality.T2",0.0791666666666667
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.368421052631579
