"","x"
"correlation.C2.mean",0.233661568697483
"correlation.C2.sd",0.192815513936007
"correlation.C3.mean",0.715196078431373
"correlation.C3.sd",0.0272805788732595
"correlation.C4",0.754166666666667
"linearity.L1.mean",0.22700672070699
"linearity.L1.sd",0.160556071114364
"linearity.L2.mean",0.0772028938346066
"linearity.L2.sd",NA
"linearity.L3.mean",0.0600738854486061
"linearity.L3.sd",0.0879805207641231
"smoothness.S1.mean",0.246861924686192
"smoothness.S1.sd",0.431637448045946
"smoothness.S2.mean",0.30494526985882
"smoothness.S2.sd",0.107208088292
"smoothness.S3.mean",0.220833333333333
"smoothness.S3.sd",0.415675250079424
"smoothness.S4.mean",0.055355775577104
"smoothness.S4.sd",0.22752371172228
"dimensionality.T2",0.0708333333333333
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.411764705882353
