"","x"
"correlation.C2.mean",0.422915399897323
"correlation.C2.sd",0.294865934277893
"correlation.C3.mean",0.74
"correlation.C3.sd",0.0210818510677892
"correlation.C4",0.720833333333333
"linearity.L1.mean",0.199611957564409
"linearity.L1.sd",0.147751902529366
"linearity.L2.mean",0.0615845973674881
"linearity.L2.sd",NA
"linearity.L3.mean",0.0485859285045377
"linearity.L3.sd",0.0647685647769066
"smoothness.S1.mean",0.0543933054393305
"smoothness.S1.sd",0.227029740931575
"smoothness.S2.mean",0.269094930112681
"smoothness.S2.sd",0.164350894909977
"smoothness.S3.mean",0.0541666666666667
"smoothness.S3.sd",0.226819314421634
"smoothness.S4.mean",0.00926413797628463
"smoothness.S4.sd",0.0922487325906644
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0125
"dimensionality.T4",0.3
