"","x"
"correlation.C2.mean",0.184491290704127
"correlation.C2.sd",0.168146622208739
"correlation.C3.mean",0.719583333333333
"correlation.C3.sd",0.0313070466962233
"correlation.C4",0.95
"linearity.L1.mean",0.326053838359144
"linearity.L1.sd",0.208055165207857
"linearity.L2.mean",0.149417694979359
"linearity.L2.sd",NA
"linearity.L3.mean",0.130554426060675
"linearity.L3.sd",0.131886848246217
"smoothness.S1.mean",0.234309623430962
"smoothness.S1.sd",0.424010309434542
"smoothness.S2.mean",0.282607718749037
"smoothness.S2.sd",0.088130391476904
"smoothness.S3.mean",0.2375
"smoothness.S3.sd",0.426440458253138
"smoothness.S4.mean",0.0802484994100836
"smoothness.S4.sd",0.271109329271764
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.7
