"","x"
"correlation.C2.mean",0.198298362093471
"correlation.C2.sd",0.0441608517849916
"correlation.C3.mean",0.695
"correlation.C3.sd",0.0233990303192897
"correlation.C4",1
"linearity.L1.mean",0.225564732120232
"linearity.L1.sd",0.136451347950667
"linearity.L2.mean",0.0694208396908695
"linearity.L2.sd",NA
"linearity.L3.mean",0.0521622815901845
"linearity.L3.sd",0.0531779015907774
"smoothness.S1.mean",0.280334728033473
"smoothness.S1.sd",0.449633315414038
"smoothness.S2.mean",0.329429842066276
"smoothness.S2.sd",0.0506144088291911
"smoothness.S3.mean",0.2625
"smoothness.S3.sd",0.440912424059899
"smoothness.S4.mean",0.00130779590138617
"smoothness.S4.sd",0.0202180339945334
"dimensionality.T2",0.0833333333333333
"dimensionality.T3",0.0791666666666667
"dimensionality.T4",0.95
