,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,3036.591738986969,432.28709599365874,21.790216779708864,1.497976317767654,32,0.001,32,5,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 32, 'n_layers': 5, 'repeats': 5}",0.5208333333333334,0.6875,0.625,0.5416666666666666,0.5416666666666666,0.5833333333333333,0.06319062870042959,1,0.5860869565217391,0.7704347826086956,0.6232638888888888,0.515625,0.53125,0.6053321256038646,0.09108934266494507,1
