,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,54.14730262756348,2.3545816093697165,14.593744468688964,0.0653374063883864,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.8788403288619645,0.8736477715274773,0.8645021645021645,0.8346320346320346,0.8606060606060606,0.8624456720259402,0.015332863806699112,1,0.9463430586148052,0.9461922247584333,0.942419171336901,0.9406305869747115,0.940352931261776,0.9431875945893253,0.0026133822562275184,1
