,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0008952617645263672,4.391589976850114e-05,0.0005449771881103516,2.281275878322232e-05,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.5,0.5,0.5,0.5,0.6041666666666666,0.5208333333333333,0.04166666666666665,13
1,0.000881195068359375,4.078728029359094e-05,0.0005378246307373047,2.1322353505083818e-05,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.5,0.5,0.5,0.5,0.6041666666666666,0.5208333333333333,0.04166666666666665,13
2,0.0008550643920898438,2.152886765354859e-05,0.0005308151245117188,1.1484353450569223e-05,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.7916666666666666,0.75,0.5625,0.6666666666666666,0.6041666666666666,0.6749999999999999,0.08599903100229288,8
3,0.0008795261383056641,5.169385452238664e-05,0.0005401134490966797,2.3727428491473096e-05,0.1,1.0,"{'C': 0.1, 'gamma': 1.0}",0.5,0.5,0.5,0.5,0.5833333333333334,0.5166666666666667,0.03333333333333335,16
4,0.0010382175445556641,0.00019961337501917559,0.0009341716766357421,0.00030294168311902287,1.0,0.001,"{'C': 1.0, 'gamma': 0.001}",0.5,0.5,0.5,0.5,0.6041666666666666,0.5208333333333333,0.04166666666666665,13
5,0.0008641242980957031,4.62904514685814e-05,0.0005389690399169922,3.5692017788664215e-05,1.0,0.01,"{'C': 1.0, 'gamma': 0.01}",0.8541666666666666,0.7708333333333334,0.5833333333333334,0.6666666666666666,0.625,0.7,0.09912814377808599,4
6,0.0008160114288330078,8.64849847954314e-05,0.0004839897155761719,2.0856924889781608e-05,1.0,0.1,"{'C': 1.0, 'gamma': 0.1}",0.8541666666666666,0.7916666666666666,0.5625,0.625,0.5833333333333334,0.6833333333333333,0.1174083566967114,6
7,0.0010242938995361328,0.00014645984811885004,0.000525522232055664,2.0014895361777536e-05,1.0,1.0,"{'C': 1.0, 'gamma': 1.0}",0.6666666666666666,0.6666666666666666,0.5,0.5625,0.6041666666666666,0.5999999999999999,0.0637377439199098,12
8,0.0008106231689453125,1.7445333604742734e-05,0.0005093097686767578,1.4578589416805961e-05,10.0,0.001,"{'C': 10.0, 'gamma': 0.001}",0.8541666666666666,0.7708333333333334,0.5833333333333334,0.6875,0.625,0.7041666666666667,0.09807168579949847,2
9,0.0007785797119140625,2.255727052033094e-05,0.00044183731079101564,7.493173921240032e-06,10.0,0.01,"{'C': 10.0, 'gamma': 0.01}",0.8333333333333334,0.7708333333333334,0.625,0.6666666666666666,0.6041666666666666,0.7,0.08799463367476201,4
10,0.0008966445922851563,3.9921665774755245e-05,0.0004363536834716797,6.9696565210698934e-06,10.0,0.1,"{'C': 10.0, 'gamma': 0.1}",0.7708333333333334,0.7291666666666666,0.6041666666666666,0.625,0.6666666666666666,0.6791666666666666,0.06263873490988714,7
11,0.0011701583862304688,9.604617814300341e-05,0.0005090236663818359,1.2265934984369787e-05,10.0,1.0,"{'C': 10.0, 'gamma': 1.0}",0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.625,0.6125,0.05527707983925663,10
12,0.0007792472839355469,1.7640783844039755e-05,0.0004630088806152344,2.30051074103484e-05,100.0,0.001,"{'C': 100.0, 'gamma': 0.001}",0.8125,0.7708333333333334,0.6041666666666666,0.6875,0.6458333333333334,0.7041666666666667,0.07728015412913088,2
13,0.0009668350219726562,6.782149962803874e-05,0.0004470348358154297,2.0185480583683706e-05,100.0,0.01,"{'C': 100.0, 'gamma': 0.01}",0.8333333333333334,0.75,0.6458333333333334,0.7083333333333334,0.6666666666666666,0.7208333333333334,0.06666666666666668,1
14,0.0018918991088867187,0.00029607327165513653,0.0004448413848876953,2.45714145980941e-05,100.0,0.1,"{'C': 100.0, 'gamma': 0.1}",0.7708333333333334,0.6875,0.5625,0.5625,0.6875,0.6541666666666667,0.08079466429027217,9
15,0.001142740249633789,1.453845138561974e-05,0.0005007743835449219,1.1280600657702552e-05,100.0,1.0,"{'C': 100.0, 'gamma': 1.0}",0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.625,0.6125,0.05527707983925663,10
