,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma_factor,param_max_vmap,param_t,param_trotter_steps,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,379.95604729652405,2.0658966560555942,903.1683692932129,8.300478953222393,1.0,0.1,100,1.0,3,"{'C': 1.0, 'gamma_factor': 0.1, 'max_vmap': 100, 't': 1.0, 'trotter_steps': 3}",0.4791666666666667,0.5208333333333334,0.4791666666666667,0.5416666666666666,0.4791666666666667,0.5,0.02635231383473648,1,0.5139130434782608,0.45739130434782604,0.49565217391304345,0.38608695652173913,0.41826086956521735,0.4542608695652174,0.047381650392856196,1
