,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,27.795151472091675,8.695547130801035,0.7334974765777588,0.2827463127416462,32,0.001,4,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 1}",0.7654694937256599,0.7550843790566855,0.7380952380952381,0.7251082251082251,0.7372294372294372,0.7441973546430491,0.014291352403298456,12
1,34.00783376693725,13.22802555080192,1.1575913429260254,0.42072682677861517,32,0.001,4,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 5}",0.9415837299870186,0.9433145824318477,0.9441558441558442,0.9398268398268398,0.9428571428571428,0.9423476278517386,0.001510110268646399,3
2,35.1630425453186,17.30401358671226,1.7838970184326173,0.638467731169511,32,0.001,4,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 10}",0.9104283859800952,0.9247079186499351,0.9056277056277057,0.9199134199134199,0.9164502164502164,0.9154255293242745,0.006757554114184644,9
3,38.56627440452576,11.49502229628832,2.4275254249572753,0.8470186831756894,32,0.001,4,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 15}",0.9498052790999567,0.9273041973171787,0.945021645021645,0.9398268398268398,0.945021645021645,0.9413959212574531,0.0077207220529756935,4
4,12.827397680282592,4.094489400057031,0.8354074954986572,0.26071517653733645,32,0.01,4,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 1}",0.7520553872782345,0.7563825183903072,0.7363636363636363,0.729004329004329,0.7523809523809524,0.7452373646834919,0.010620595370296826,11
5,11.453848361968994,5.010925060518679,1.0154415607452392,0.384597122935369,32,0.01,4,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 5}",0.9346603202077023,0.9337948939852877,0.941991341991342,0.9363636363636364,0.9372294372294372,0.9368079259554811,0.002861238853979658,6
6,21.560242033004762,9.935780928403137,1.8224501609802246,0.645886539540324,32,0.01,4,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 10}",0.9489398528775422,0.9402855906533968,0.9476190476190476,0.9311688311688312,0.9372294372294372,0.941048551909651,0.006606370767203345,5
7,22.52298221588135,7.8443631123786695,2.7141510009765626,0.8112513871028262,32,0.01,4,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 15}",0.9480744266551276,0.945478147987884,0.9415584415584416,0.9467532467532468,0.9541125541125541,0.9471953634134508,0.004087528918775843,1
8,6.691434860229492,2.871173856325142,0.7582822322845459,0.25839833289553255,32,0.1,4,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 1}",0.7866724361748161,0.8018173950670705,0.6978354978354978,0.7255411255411255,0.7246753246753247,0.7473083558587669,0.03988582773814079,10
9,10.729262256622315,3.4352451948855616,1.2819418907165527,0.35027574330564987,32,0.1,4,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 5}",0.9359584595413241,0.9394201644309823,0.9324675324675324,0.9242424242424242,0.9398268398268398,0.9343830841018205,0.0057269674847880035,8
10,15.40123405456543,6.138228840067002,1.8648902416229247,0.41731203680162676,32,0.1,4,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 10}",0.9320640415404586,0.9428818693206404,0.9307359307359307,0.9255411255411256,0.9502164502164502,0.9362878834709211,0.008962627369222495,7
11,13.562086963653565,4.538326072726529,1.5786276817321778,0.16206869093917597,32,0.1,4,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 15}",0.9536996971008221,0.9407183037646041,0.9523809523809523,0.9307359307359307,0.945021645021645,0.9445113058007909,0.008375752392753339,2
