,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,55.66311087608337,8.78644834231612,3.5286527633666993,1.303067382486188,32,0.001,4,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 1}",0.7256598874945911,0.7230636088273474,0.7142857142857143,0.6857142857142857,0.7051948051948052,0.7107836603033488,0.014450415198214694,12
1,56.752894687652585,3.2130058300349433,4.973044157028198,0.529161535433725,32,0.001,4,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 5}",0.9264387710947641,0.9125919515361316,0.9151515151515152,0.9151515151515152,0.9138528138528138,0.916637313357348,0.004992036781726938,9
2,91.66109490394592,5.380815965020806,8.47906551361084,0.5055893183200948,32,0.001,4,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 10}",0.9186499350930333,0.9052358286456079,0.9203463203463204,0.932034632034632,0.9268398268398268,0.920621308591884,0.009051064538419896,7
3,123.24284672737122,4.763264971392551,12.03801646232605,1.016491190989001,32,0.001,4,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 15}",0.9441800086542622,0.9242752055387278,0.9458874458874459,0.9406926406926407,0.929004329004329,0.9368079259554811,0.008600482550674162,5
4,23.653760862350463,3.8556897807625528,2.333402919769287,0.15885649709935998,32,0.01,4,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 1}",0.7485936823885764,0.762440501947209,0.7393939393939394,0.7285714285714285,0.7493506493506493,0.7456700403303606,0.011270269877281754,11
5,55.561895036697386,5.949359355101992,4.756633853912353,0.3987927649826712,32,0.01,4,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 5}",0.9398528775421895,0.9398528775421895,0.932034632034632,0.9238095238095239,0.935064935064935,0.9341229691986941,0.005954482460282827,6
6,72.1845371723175,13.920315091128588,8.517395830154419,1.1933423145829523,32,0.01,4,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 10}",0.9524015577672004,0.9506707053223713,0.9502164502164502,0.9380952380952381,0.9354978354978355,0.945376357379819,0.007090979507740838,2
7,97.08768243789673,6.878603436723106,12.625025129318237,0.6226009369407071,32,0.01,4,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 15}",0.9541324102120294,0.9459108610990913,0.9476190476190476,0.9463203463203463,0.9454545454545454,0.9478874421410121,0.0032047873577164487,1
8,17.791230392456054,1.9294700410232029,2.5653231143951416,0.503137609243557,32,0.1,4,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 1}",0.8312418866291649,0.8334054521852012,0.7826839826839826,0.8095238095238095,0.7757575757575758,0.8065225413559467,0.023906085099117635,10
9,32.62162075042725,3.997180766444053,5.424259757995605,1.3241186601672514,32,0.1,4,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 5}",0.9303331890956296,0.9286023366508005,0.9251082251082251,0.9194805194805195,0.8900432900432901,0.918713512075693,0.014807214674203033,8
10,50.71783838272095,4.530432916175915,9.26651611328125,1.8310646541595448,32,0.1,4,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 10}",0.9463435742102986,0.9355257464301169,0.941991341991342,0.9272727272727272,0.9354978354978355,0.937326245080464,0.006492048230348826,4
11,88.04514942169189,5.3169510314498085,13.011750602722168,1.3444477430303865,32,0.1,4,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 15}",0.9554305495456512,0.9398528775421895,0.932034632034632,0.935064935064935,0.9471861471861471,0.9419138282747109,0.008476467130720934,3
