,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,24.12563395500183,6.449527922049767,1.7824837684631347,0.4174113112046792,32,0.001,4,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 1}",0.9519688446559931,0.9402855906533968,0.9484848484848485,0.938961038961039,0.948051948051948,0.9455504541614449,0.005043868727706365,6
1,30.460693836212158,8.288039710110437,2.971129035949707,0.6589704316815344,32,0.001,4,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 5}",0.9428818693206404,0.9324967546516659,0.9411255411255411,0.9277056277056277,0.9415584415584416,0.9371536468723833,0.00598234743110214,8
2,39.952727222442626,12.212814899189215,4.871623563766479,0.9913566319956889,32,0.001,4,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 10}",0.9515361315447858,0.9402855906533968,0.9489177489177489,0.945021645021645,0.9532467532467532,0.9478015738768659,0.004670348045332704,5
3,47.86577372550964,14.538685373119007,5.737377119064331,1.8129640470651742,32,0.001,4,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 4, 'n_layers': 15}",0.938987451319775,0.9320640415404586,0.9354978354978355,0.922077922077922,0.9398268398268398,0.9336908180525663,0.006426136537102544,9
4,13.757217454910279,1.6323974073505412,1.512104082107544,0.4484022582810674,32,0.01,4,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 1}",0.9601903937689312,0.9580268282128949,0.9601731601731601,0.9502164502164502,0.9588744588744589,0.957496258249179,0.0037309708268145644,1
5,22.069975233078004,5.425771031821708,3.1141988754272463,0.6680725016278378,32,0.01,4,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 5}",0.9601903937689312,0.9532669839896148,0.9541125541125541,0.9493506493506494,0.9562770562770563,0.9546395274997611,0.0035672797913508503,2
6,29.149302339553834,7.210795564970492,4.594915533065796,1.2732139739295936,32,0.01,4,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 10}",0.950237992211164,0.9554305495456512,0.9584415584415584,0.9406926406926407,0.9545454545454546,0.9518696390872938,0.006174427265746867,4
7,40.577291297912595,5.156769612417329,8.074858903884888,0.9416122949497217,32,0.01,4,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 4, 'n_layers': 15}",0.9571614019904803,0.9567286888792731,0.9575757575757575,0.9437229437229437,0.9567099567099567,0.9543797497756822,0.0053379199959691405,3
8,8.47372727394104,2.9781620559237196,1.3074395656585693,0.47588854845255574,32,0.1,4,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 1}",0.9441800086542622,0.937256598874946,0.9398268398268398,0.9281385281385282,0.9441558441558442,0.9387115639300841,0.005910903896445523,7
9,11.76017713546753,3.570973299062504,2.304418420791626,0.8381379438459241,32,0.1,4,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 5}",0.9381220250973604,0.9329294677628732,0.9246753246753247,0.9121212121212121,0.9341991341991343,0.9284094327711809,0.00924700496224738,10
10,18.674144649505614,5.607000473096174,4.064747476577759,1.4831739226252256,32,0.1,4,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 10}",0.9234097793163133,0.9238424924275206,0.9108225108225109,0.9168831168831169,0.9199134199134199,0.9189742638725763,0.004797487552972572,11
11,23.410533046722414,5.570342367247061,4.362782955169678,1.3905482258382083,32,0.1,4,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 4, 'n_layers': 15}",0.9225443530938987,0.900475984422328,0.9082251082251083,0.922943722943723,0.9285714285714286,0.9165521194512973,0.010478592313740572,12
