,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_jit,param_max_vmap,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,218.8174925804138,1.0373184552881825,117.91362853050232,0.5928531447786142,10.0,False,1,1,"{'C': 10.0, 'jit': False, 'max_vmap': 1, 'repeats': 1}",1.0,0.9791666666666666,1.0,0.9583333333333334,0.9791666666666666,0.9833333333333334,0.015590239111558083,1,1.0,1.0,1.0,0.9965277777777778,1.0,0.9993055555555556,0.001388888888888884,1
