,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_vmap,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,3266.3622784137724,51.53179713296993,1354.6234719753265,30.003043615064886,1.0,100,5,"{'C': 1.0, 'max_vmap': 100, 'repeats': 5}",1.0,0.9583333333333334,0.875,1.0,0.9583333333333334,0.9583333333333334,0.045643546458763846,1,,,,,,,,1
