first_train_step,first_train_step_std,consec_train_step,consec_train_step_std,predict_time,predict_time_std,hyperparameters
186.66433362960817,26.55748553966961,28.853529106005272,2.0727284764603633,2363.9554340362547,173.4738127352816,"{'n_layers': 4, 'batch_size': 16, 'use_jax': True, 'vmap': True, 'max_steps': 100, 'jit': True}"
