,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_vmap,param_n_episodes,param_n_qfeatures,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,19.512633514404296,0.10611948305622992,11.123652982711793,0.0594756275826228,1,100,half,"{'max_vmap': 1, 'n_episodes': 100, 'n_qfeatures': 'half'}",0.78,0.86,0.92,0.84,0.92,0.8640000000000001,0.05276362383309169,1,0.7888000000000001,0.8688,0.9136,0.8655999999999999,0.7884615384615384,0.8450523076923077,0.049095384615384596,1
