,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,1.862885332107544,0.20344035974197977,0.004050731658935547,0.00015066831877178825,0.01,32,"(100,)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",0.8333333333333334,0.8125,0.8958333333333334,0.8125,0.8125,0.8333333333333334,0.03227486121839516,11,0.920138888888889,0.9373913043478261,0.9339130434782609,0.9460869565217391,0.9113043478260869,0.9297669082125605,0.012451752671845341,7
1,0.40789380073547366,0.07089580511184232,0.004419946670532226,0.0005150502127176209,0.01,32,"(100,)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01}",0.8333333333333334,0.8125,0.8958333333333334,0.8125,0.75,0.8208333333333334,0.04677071733467428,19,0.9149305555555556,0.9321739130434783,0.9356521739130435,0.9530434782608697,0.8747826086956522,0.9221165458937198,0.026581870036984243,15
2,0.1372903823852539,0.039357560020009286,0.004021835327148437,0.0002703854808284065,0.01,32,"(100,)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1}",0.8333333333333334,0.8541666666666666,0.8958333333333334,0.7916666666666666,0.7916666666666666,0.8333333333333334,0.03952847075210476,11,0.9305555555555556,0.9304347826086957,0.9060869565217391,0.9408695652173913,0.9113043478260869,0.9238502415458939,0.013045371127638601,14
3,1.8496881484985352,0.32477937927247114,0.0034772396087646485,0.000540251041630561,0.01,32,"(10, 10, 10, 10)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.001}",0.8333333333333334,0.7916666666666666,0.8541666666666666,0.8541666666666666,0.7916666666666666,0.825,0.028259708263021956,16,0.9131944444444444,0.8869565217391304,0.9304347826086957,0.9443478260869564,0.9078260869565217,0.9165519323671498,0.019639993238462956,17
4,0.30697178840637207,0.08686446172606985,0.0030678272247314452,9.975868693347004e-05,0.01,32,"(10, 10, 10, 10)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.01}",0.8333333333333334,0.7916666666666666,0.875,0.8958333333333334,0.7708333333333334,0.8333333333333334,0.04750730937913076,11,0.9253472222222223,0.911304347826087,0.9321739130434783,0.9460869565217391,0.8469565217391304,0.9123737922705315,0.03457598908595931,22
5,0.17137618064880372,0.05527381125444637,0.002849435806274414,9.882932968675248e-05,0.01,32,"(10, 10, 10, 10)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.1}",0.8541666666666666,0.7916666666666666,0.8333333333333334,0.8958333333333334,0.7916666666666666,0.8333333333333334,0.03952847075210476,11,0.9244791666666666,0.8504347826086956,0.9121739130434783,0.9539130434782609,0.8626086956521739,0.9007219202898551,0.03874600518228417,27
6,1.5824528694152833,0.48601868207807214,0.0036624908447265626,0.0008155153916646035,0.01,32,"(50, 10, 5)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.001}",0.7708333333333334,0.8541666666666666,0.875,0.8125,0.8333333333333334,0.8291666666666666,0.03584302194601093,15,0.9131944444444445,0.9530434782608697,0.9260869565217391,0.96,0.9043478260869565,0.931334541062802,0.02180765702397347,5
7,0.3323864459991455,0.0447633789259796,0.003287601470947266,0.0005782815068740893,0.01,32,"(50, 10, 5)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.01}",0.8541666666666666,0.875,0.7916666666666666,0.875,0.8125,0.8416666666666666,0.03385016001931651,6,0.9253472222222222,0.9617391304347827,0.928695652173913,0.9634782608695652,0.9113043478260869,0.938112922705314,0.020842004951556612,2
8,0.11971149444580079,0.029374701005053495,0.0030849933624267577,2.4831086124451724e-05,0.01,32,"(50, 10, 5)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.1}",0.8333333333333334,0.7708333333333334,0.7916666666666666,0.8541666666666666,0.8125,0.8125,0.02946278254943947,24,0.9496527777777778,0.9026086956521739,0.8843478260869565,0.9582608695652175,0.9069565217391304,0.9203653381642513,0.028587344426301495,16
9,1.8920720577239991,0.09477993615489869,0.004110574722290039,0.0004403025085258876,0.001,32,"(100,)",0.001,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",0.7916666666666666,0.8333333333333334,0.8958333333333334,0.8333333333333334,0.8541666666666666,0.8416666666666668,0.03385016001931652,5,0.9184027777777779,0.9356521739130435,0.9182608695652174,0.9565217391304348,0.92,0.9297675120772947,0.014882084598009436,6
