,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.7782444000244141,0.06397948053722713,0.0004523277282714844,2.6887189489629254e-05,0.01,32,"(100,)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",0.7083333333333334,0.6041666666666666,0.6875,0.625,0.75,0.675,0.053683744694688035,12
1,0.14226179122924804,0.030179955477969648,0.00043272972106933594,1.529673982908221e-05,0.01,32,"(100,)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01}",0.6458333333333334,0.625,0.6458333333333334,0.7083333333333334,0.75,0.675,0.046770717334674264,12
2,0.03377037048339844,0.009163355178927326,0.0004061222076416016,2.2408606990827436e-05,0.01,32,"(100,)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1}",0.7083333333333334,0.6458333333333334,0.6666666666666666,0.6875,0.7916666666666666,0.7,0.050346024889977366,2
3,0.911956787109375,0.1438726138081595,0.0004521846771240234,2.157159867082412e-05,0.01,32,"(10, 10, 10, 10)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.001}",0.625,0.6041666666666666,0.6458333333333334,0.7291666666666666,0.75,0.6708333333333333,0.05803495115493383,16
4,0.10550222396850586,0.008124315889168298,0.00040793418884277344,3.076800769806028e-05,0.01,32,"(10, 10, 10, 10)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.01}",0.7083333333333334,0.625,0.6875,0.6041666666666666,0.7708333333333334,0.6791666666666667,0.05980291706003054,10
5,0.048894643783569336,0.003360889106575904,0.0004683494567871094,0.00013057440089951159,0.01,32,"(10, 10, 10, 10)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.1}",0.625,0.5625,0.7291666666666666,0.6041666666666666,0.6666666666666666,0.6375,0.05682575707077439,26
6,0.4908466815948486,0.053202506094980194,0.00045609474182128906,1.2843659974246627e-05,0.01,32,"(50, 10, 5)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.001}",0.7291666666666666,0.625,0.6666666666666666,0.6875,0.75,0.6916666666666667,0.04448782605013046,5
7,0.16769309043884278,0.031291250101102557,0.00044803619384765626,2.8088663395887827e-05,0.01,32,"(50, 10, 5)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.01}",0.7708333333333334,0.6041666666666666,0.5833333333333334,0.6666666666666666,0.7916666666666666,0.6833333333333333,0.08477912478906585,8
8,0.04093437194824219,0.010110328810974381,0.0004554271697998047,3.0761134287792e-05,0.01,32,"(50, 10, 5)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.1}",0.6875,0.5208333333333334,0.6666666666666666,0.6458333333333334,0.75,0.6541666666666667,0.07523112535528244,20
9,0.8458567142486573,0.0821274417897796,0.00044622421264648435,1.55668162557531e-05,0.001,32,"(100,)",0.001,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.7708333333333334,0.6708333333333334,0.05170697352496191,14
10,0.1946742057800293,0.016956152675274696,0.0004462718963623047,1.5885477643241224e-05,0.001,32,"(100,)",0.01,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01}",0.7291666666666666,0.6041666666666666,0.6666666666666666,0.6875,0.7291666666666666,0.6833333333333333,0.04639803635691685,8
11,0.04295978546142578,0.016693361208373385,0.00042982101440429686,1.5790007285321993e-05,0.001,32,"(100,)",0.1,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1}",0.7083333333333334,0.5833333333333334,0.6875,0.5833333333333334,0.875,0.6875,0.1070436048222094,6
12,0.9553443431854248,0.15692656825659893,0.000461578369140625,2.020293257891403e-05,0.001,32,"(10, 10, 10, 10)",0.001,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.001}",0.75,0.6041666666666666,0.6041666666666666,0.625,0.6458333333333334,0.6458333333333333,0.05432668671002208,25
13,0.1144953727722168,0.013426639176775812,0.0004222869873046875,2.3239342694228306e-05,0.001,32,"(10, 10, 10, 10)",0.01,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.01}",0.6458333333333334,0.6666666666666666,0.6458333333333334,0.6875,0.7083333333333334,0.6708333333333334,0.02429563289518875,14
