,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,1795.8138865947724,1193.042538233378,12.917319965362548,0.1708464047446017,32,0.01,1,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 5}",1.0,0.9791666666666666,0.9791666666666666,1.0,0.9791666666666666,0.9875,0.0102062072615965,2,1.0,1.0,0.998263888888889,1.0,1.0,0.9996527777777778,0.0006944444444444,1
1,3769.814309835434,164.05636121506956,10.8782217502594,0.2478052208249229,32,0.001,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5}",1.0,0.9791666666666666,1.0,1.0,1.0,0.9958333333333332,0.0083333333333333,1,1.0,0.9965277777777776,1.0,1.0,1.0,0.9993055555555556,0.0013888888888889,2
2,3566.843054485321,460.1697226506184,35.928956508636475,0.6142917841385166,32,0.01,1,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 10}",1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9833333333333332,0.0083333333333333,4,1.0,1.0,0.998263888888889,0.998263888888889,1.0,0.9993055555555556,0.0008505172717996,2
3,1155.3775592803954,138.5869267875959,2.380931758880615,0.0387349491425745,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1}",0.9791666666666666,1.0,0.9583333333333334,0.9791666666666666,1.0,0.9833333333333332,0.015590239111558,4,1.0,1.0,0.9965277777777778,1.0,1.0,0.9993055555555556,0.0013888888888888,2
4,19315.264655208583,6465.356907934075,71.72888436317444,13.468763480563911,32,0.001,1,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15}",1.0,1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9875,0.0102062072615965,2,1.0,1.0,0.9947916666666669,1.0,1.0,0.9989583333333334,0.0020833333333333,5
5,5338.822782278061,355.7333392531544,65.96929979324341,3.413954667034341,32,0.01,1,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 15}",1.0,0.9583333333333334,0.9583333333333334,0.9791666666666666,1.0,0.9791666666666669,0.0186338998124982,6,1.0,0.9965277777777778,0.9913194444444444,0.998263888888889,1.0,0.997222222222222,0.0032200064220471,6
6,7470.295901870728,2509.160354979157,37.58212218284607,4.111417302356784,32,0.001,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10}",1.0,0.9791666666666666,0.9375,0.9791666666666666,0.9791666666666666,0.975,0.0204124145231931,7,1.0,1.0,0.984375,0.9965277777777778,1.0,0.9961805555555556,0.0060540263104731,7
7,436.96067123413087,104.01859712392248,3.098996925354004,0.0697075291101413,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 1}",0.9791666666666666,0.8333333333333334,0.9375,0.9791666666666666,0.9791666666666666,0.9416666666666668,0.0565194165260438,8,0.991304347826087,0.9375,0.9895833333333331,1.0,1.0,0.983677536231884,0.0234872612020509,8
8,1296.82635140419,126.33568199639296,35.15673327445984,1.0044232247329976,32,0.1,1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 10}",0.9166666666666666,0.8958333333333334,0.9166666666666666,0.8541666666666666,0.8333333333333334,0.8833333333333332,0.0338501600193164,10,0.9721739130434782,0.9774305555555556,0.9826388888888888,0.9479166666666666,0.9739583333333331,0.9708236714975844,0.0119969196574762,9
9,2195.567489051819,139.42599557703025,67.6449408531189,3.85314267035959,32,0.1,1,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 15}",0.875,0.875,0.7708333333333334,0.9166666666666666,0.875,0.8625,0.0485912657903774,11,0.9791304347826086,0.9600694444444444,0.9253472222222224,0.9652777777777778,0.9548611111111112,0.956937198067633,0.017743464735603,10
10,644.3146992683411,92.35321070542253,13.11262264251709,0.4043889384672366,32,0.1,1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 5}",0.875,0.8541666666666666,0.9166666666666666,0.9166666666666666,0.875,0.8875,0.0249999999999999,9,0.9408695652173912,0.9513888888888888,0.9565972222222222,0.9756944444444444,0.9479166666666666,0.9544933574879229,0.0117678429478778,11
11,208.82694101333615,28.046151878476277,3.081408834457397,0.0174189159822952,32,0.1,1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 1}",0.7708333333333334,0.8333333333333334,0.9166666666666666,0.875,0.7916666666666666,0.8375,0.0533593686452737,12,0.9252173913043478,0.951388888888889,0.9826388888888888,0.967013888888889,0.9288194444444444,0.9510157004830916,0.0219742298405081,12
