,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,param_observable_type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,55.24877772331238,15.218293946782465,0.8333675861358643,0.05946857722454587,32,0.001,1,1,single,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'observable_type': 'single'}",0.6875,0.6458333333333334,0.6875,0.6041666666666666,0.6875,0.6625,0.03333333333333334,18,0.8688811188811189,0.7534965034965034,0.6939130434782609,0.662608695652174,0.6973913043478261,0.7352581331711767,0.07295066058760927,19
1,80.64529342651367,5.6696265710623885,0.7511528015136719,0.058513705223109135,32,0.001,1,1,half,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'observable_type': 'half'}",0.625,0.6875,0.7291666666666666,0.6666666666666666,0.6875,0.6791666666666666,0.03385016001931649,15,0.965034965034965,0.8531468531468531,0.9113043478260869,0.8069565217391305,0.8295652173913043,0.873201581027668,0.05758458730918668,4
2,99.76782503128052,7.76431582389942,0.673895263671875,0.011588714656472677,32,0.001,1,1,full,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'observable_type': 'full'}",0.5416666666666666,0.6041666666666666,0.6041666666666666,0.7291666666666666,0.6458333333333334,0.625,0.06180165405913053,25,0.9947552447552448,0.7587412587412588,0.9721739130434782,0.9408695652173914,0.9321739130434783,0.9197427789601702,0.08354430866417545,2
3,74.09423995018005,12.080860781117185,1.6041059494018555,0.03587429068736264,32,0.001,1,5,single,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'observable_type': 'single'}",0.6875,0.7083333333333334,0.7708333333333334,0.6458333333333334,0.6041666666666666,0.6833333333333333,0.05651941652604392,13,0.6923076923076923,0.7849650349650349,0.8504347826086956,0.728695652173913,0.6852173913043478,0.7483241106719367,0.0620881956496326,16
4,102.63974542617798,18.11762298659184,1.6106877326965332,0.01610275688625301,32,0.001,1,5,half,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'observable_type': 'half'}",0.6666666666666666,0.6041666666666666,0.7916666666666666,0.6666666666666666,0.6041666666666666,0.6666666666666666,0.06846531968814576,17,0.7814685314685315,0.7954545454545454,0.888695652173913,0.7426086956521738,0.7078260869565218,0.7832107023411371,0.061010465788445434,11
5,121.25253109931946,15.15968135066112,1.612370777130127,0.03029042470515667,32,0.001,1,5,full,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'observable_type': 'full'}",0.625,0.7083333333333334,0.7708333333333334,0.6666666666666666,0.7291666666666666,0.7,0.0503460248899774,9,0.8706293706293706,0.8479020979020979,0.8904347826086957,0.8434782608695652,0.7947826086956522,0.8494454241410765,0.032108875353133136,7
6,142.4159004688263,15.672882667091752,3.0520447731018066,0.039449284349742805,32,0.001,1,10,single,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'observable_type': 'single'}",0.5,0.5416666666666666,0.6875,0.5416666666666666,0.5833333333333334,0.5708333333333333,0.06400954789890508,32,0.5804195804195804,0.506993006993007,0.693913043478261,0.6278260869565218,0.5408695652173913,0.5900042566129524,0.06576393893022464,32
7,129.54871611595155,14.23772316065392,3.034290981292725,0.036365027361396136,32,0.001,1,10,half,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'observable_type': 'half'}",0.6041666666666666,0.6041666666666666,0.6666666666666666,0.6666666666666666,0.625,0.6333333333333333,0.02825970826302195,24,0.666083916083916,0.6416083916083916,0.7843478260869565,0.6243478260869565,0.7165217391304348,0.686581939799331,0.05791447837678747,24
8,158.26099553108216,13.825565943055798,3.1431298732757567,0.0167730081197649,32,0.001,1,10,full,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'observable_type': 'full'}",0.6041666666666666,0.5625,0.6041666666666666,0.7708333333333334,0.6458333333333334,0.6375,0.07168604389202192,22,0.7290209790209791,0.694055944055944,0.7321739130434782,0.8521739130434782,0.7060869565217391,0.7427023411371236,0.056549466598079676,17
9,198.80798783302308,12.77486806418523,4.8330206871032715,0.04647684252348093,32,0.001,1,15,single,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15, 'observable_type': 'single'}",0.5625,0.4791666666666667,0.4166666666666667,0.5416666666666666,0.6666666666666666,0.5333333333333333,0.0839560069983745,35,0.5437062937062936,0.45979020979020974,0.4869565217391304,0.5634782608695652,0.64,0.5387862572210398,0.06293619073369343,36
10,172.80369591712952,12.838616333291498,4.766013240814209,0.0484462266441217,32,0.001,1,15,half,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15, 'observable_type': 'half'}",0.5416666666666666,0.625,0.4791666666666667,0.5208333333333334,0.5833333333333334,0.55,0.05034602488997738,33,0.5367132867132868,0.6451048951048951,0.5078260869565218,0.5391304347826087,0.662608695652174,0.5782766798418972,0.06293032565364422,33
