,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,15.547330713272094,1.3539680756919297,0.9578961849212646,0.06109176891991046,32,1,0.001,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.001}",0.9583333333333334,1.0,1.0,0.9791666666666666,1.0,0.9875,0.016666666666666656,2,0.9965034965034966,1.0,1.0,1.0,1.0,0.9993006993006993,0.0013986013986013737,1
1,6.095311450958252,0.459185643588519,0.954578161239624,0.04557970360485063,32,1,0.01,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.01}",0.9583333333333334,1.0,1.0,1.0,0.9791666666666666,0.9875,0.016666666666666656,2,0.9965034965034965,1.0,1.0,1.0,1.0,0.9993006993006993,0.001398601398601418,1
2,4.99688458442688,0.18684411410133853,0.9155008316040039,0.046332828675044846,32,1,0.1,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.1}",0.9791666666666666,1.0,1.0,1.0,0.9791666666666666,0.9916666666666666,0.010206207261596593,1,0.9965034965034965,1.0,1.0,1.0,1.0,0.9993006993006993,0.001398601398601418,1
3,14.212657594680786,1.1555859861852826,1.562266731262207,0.047057697372927865,32,3,0.001,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.001}",0.9791666666666666,0.9375,1.0,0.9583333333333334,0.9375,0.9625,0.024295632895188747,4,0.9912587412587412,0.9965034965034966,1.0,0.9982608695652174,0.9930434782608696,0.995813317117665,0.0032376331686183465,4
4,7.812222957611084,0.5372047222146716,1.8628904819488525,0.27597806663135827,32,3,0.01,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.01}",0.9375,0.9166666666666666,1.0,0.9791666666666666,0.9375,0.9541666666666666,0.030618621784789732,6,0.9842657342657343,0.9982517482517483,1.0,1.0,0.9930434782608696,0.9951121921556704,0.005992718405920634,5
5,6.656840896606445,0.5483045179716136,1.7494847774505615,0.07843602470784435,32,3,0.1,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.1}",0.9791666666666666,0.9375,1.0,1.0,0.8958333333333334,0.9625,0.040397332145136064,4,0.9895104895104896,0.9912587412587412,1.0,1.0,0.9878260869565217,0.9937190635451506,0.005241999231821109,6
6,15.16347017288208,1.0211257532608318,2.555491542816162,0.20053015357314288,32,5,0.001,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.001}",0.9166666666666666,0.8958333333333334,0.9791666666666666,0.9583333333333334,0.9375,0.9375,0.02946278254943947,9,0.9807692307692308,1.0,1.0,1.0,0.9773913043478262,0.9916321070234113,0.010304052018128769,8
7,9.694938802719117,0.509424627509349,2.5979679107666014,0.1758941321442749,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.8958333333333334,0.9375,0.9791666666666666,0.9375,0.9583333333333334,0.9416666666666667,0.027638539919628315,8,0.9702797202797203,0.9965034965034966,1.0,0.9965217391304348,0.9826086956521739,0.9891827303131651,0.01118042674999133,9
8,9.491525411605835,0.3833195685319902,2.5651547431945803,0.14854028725141513,32,5,0.1,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.1}",0.8958333333333334,0.9375,0.9791666666666666,0.9583333333333334,0.9583333333333334,0.9458333333333334,0.028259708263021936,7,0.9825174825174825,0.9912587412587412,1.0,1.0,0.9860869565217392,0.9919726360595925,0.0071193811750372305,7
9,24.574372816085816,1.5681870307189274,4.959980201721192,0.09960276988871862,32,10,0.001,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.001}",0.875,0.8958333333333334,1.0,0.9375,0.875,0.9166666666666667,0.047507309379130745,11,0.9685314685314685,0.9842657342657343,1.0,0.9930434782608695,0.9808695652173913,0.9853420492550928,0.010751043860578782,11
10,17.341341495513916,0.25758760426975313,4.6651228904724125,0.09203210070778904,32,10,0.01,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.01}",0.8958333333333334,0.875,1.0,0.9375,0.9166666666666666,0.925,0.04289845892077916,10,0.9632867132867133,0.9877622377622377,1.0,0.9965217391304348,0.9878260869565217,0.9870793554271815,0.012831332140205806,10
11,17.396236371994018,0.9383939336456038,4.792237949371338,0.18267521635904696,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.875,0.8333333333333334,0.9791666666666666,0.9583333333333334,0.8958333333333334,0.9083333333333334,0.05368374469468801,12,0.965034965034965,0.9527972027972027,1.0,0.9982608695652174,0.9443478260869566,0.9720881726968683,0.02304559069666958,12
