,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,130.44613556861879,0.14215226826514357,70.87790093421935,0.15777455506817645,0.1,1,"{'C': 0.1, 'repeats': 1}",0.5,0.5,0.5,0.5416666666666666,0.5208333333333334,0.5125,0.016666666666666656,10,0.453125,0.2170138888888889,0.2977430555555555,0.43913043478260866,0.39304347826086955,0.36001117149758455,0.08982952439781378,12
1,164.36631178855896,1.4420736835679864,91.29159259796143,0.4017158267765275,0.1,5,"{'C': 0.1, 'repeats': 5}",0.5,0.5,0.5,0.5208333333333334,0.5208333333333334,0.5083333333333334,0.010206207261596593,11,0.5625,0.14756944444444445,0.2673611111111111,0.43478260869565216,0.4695652173913043,0.3763556763285024,0.14897945452492906,11
2,203.6875156879425,0.5901742458263621,117.8869119644165,0.23401910294018965,0.1,10,"{'C': 0.1, 'repeats': 10}",0.5,0.5,0.5,0.5208333333333334,0.5208333333333334,0.5083333333333334,0.010206207261596593,11,0.8107638888888888,0.3333333333333333,0.18923611111111113,0.44,0.14,0.3826666666666666,0.23886842047324444,10
3,128.93005785942077,0.4486315664841032,70.76755924224854,0.43107029505105116,1.0,1,"{'C': 1.0, 'repeats': 1}",0.625,0.7083333333333334,0.7291666666666666,0.6041666666666666,0.5833333333333334,0.65,0.058034951154933824,9,0.6961805555555556,0.8576388888888888,0.78125,0.7234782608695652,0.7130434782608696,0.7543182367149759,0.05905112497737537,9
4,163.73321571350098,0.3496004756525238,91.4291566848755,0.23528613953419203,1.0,5,"{'C': 1.0, 'repeats': 5}",0.6666666666666666,0.7708333333333334,0.625,0.6458333333333334,0.6666666666666666,0.675,0.0503460248899774,8,0.7274305555555556,0.857638888888889,0.8038194444444444,0.7617391304347826,0.768695652173913,0.783864734299517,0.04414810589767692,8
5,204.51216368675233,0.8188446238883683,117.16388387680054,0.45560263970840476,1.0,10,"{'C': 1.0, 'repeats': 10}",0.7708333333333334,0.7708333333333334,0.7291666666666666,0.75,0.8125,0.7666666666666667,0.027638539919628346,7,0.8802083333333334,0.935763888888889,0.8784722222222221,0.8034782608695652,0.9095652173913044,0.8814975845410629,0.044340621676701046,7
6,129.2031268119812,0.7962152426054412,70.78781290054322,0.24267240655175254,10.0,1,"{'C': 10.0, 'repeats': 1}",0.8541666666666666,0.875,0.8333333333333334,0.7916666666666666,0.875,0.8458333333333332,0.031180478223116186,4,0.9149305555555556,0.953125,0.9340277777777777,0.8678260869565217,0.9460869565217391,0.9231992753623188,0.030565382804649634,2
7,162.51634769439698,0.39736170552741457,91.37672228813172,0.21101987619024914,10.0,5,"{'C': 10.0, 'repeats': 5}",0.8541666666666666,0.8958333333333334,0.8541666666666666,0.8125,0.875,0.8583333333333332,0.027638539919628342,2,0.9010416666666666,0.9583333333333334,0.9340277777777779,0.8591304347826086,0.9095652173913044,0.9124196859903382,0.03332363801275175,4
8,203.12925634384155,0.598837200009602,116.53637561798095,0.7587921768777193,10.0,10,"{'C': 10.0, 'repeats': 10}",0.8541666666666666,0.8125,0.7708333333333334,0.7291666666666666,0.8958333333333334,0.8125,0.058925565098878974,5,0.920138888888889,0.9513888888888888,0.9166666666666667,0.8121739130434783,0.9269565217391305,0.9054649758454106,0.04819733671916628,5
9,127.57879862785339,1.1361801265725233,70.25331182479859,0.6620402140972588,100.0,1,"{'C': 100.0, 'repeats': 1}",0.9166666666666666,0.8541666666666666,0.875,0.8333333333333334,0.8541666666666666,0.8666666666666666,0.02825970826302194,1,0.9322916666666666,0.923611111111111,0.9357638888888888,0.9026086956521739,0.9339130434782609,0.9256376811594202,0.012245312468636691,1
10,162.73199214935303,0.3626623049989904,90.23738808631897,1.2682935252469776,100.0,5,"{'C': 100.0, 'repeats': 5}",0.8541666666666666,0.8958333333333334,0.8333333333333334,0.8125,0.875,0.8541666666666667,0.029462782549439483,3,0.892361111111111,0.9548611111111112,0.9305555555555556,0.8713043478260869,0.9147826086956521,0.9127729468599034,0.02907906885447509,3
11,199.50219464302063,3.076437959190521,110.93509855270386,0.679487379543734,100.0,10,"{'C': 100.0, 'repeats': 10}",0.8541666666666666,0.8125,0.7708333333333334,0.7291666666666666,0.8958333333333334,0.8125,0.058925565098878974,5,0.920138888888889,0.9513888888888888,0.9166666666666667,0.8121739130434783,0.9269565217391305,0.9054649758454106,0.04819733671916628,5
