,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_n_layers,param_observable_type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,18.63284764289856,1.4927926826816007,0.8181773662567139,0.028823219014083516,32,0.001,1,single,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 1, 'observable_type': 'single'}",0.7174383383816529,0.7031588057118131,0.6909090909090909,0.7073593073593074,0.7173160173160174,0.7072363119355763,0.00988838849853435,32,0.8085828553386307,0.7884371325375845,0.7716947683343065,0.798515256767576,0.8026221534646014,0.7939704332885398,0.012929448766163492,35
1,18.492877960205078,1.0024949316633784,0.8167826652526855,0.028035364409732394,32,0.001,1,half,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 1, 'observable_type': 'half'}",0.7174383383816529,0.7031588057118131,0.6909090909090909,0.7073593073593074,0.7173160173160174,0.7072363119355763,0.00988838849853435,32,0.8085828553386307,0.7884371325375845,0.7716947683343065,0.798515256767576,0.8026221534646014,0.7939704332885398,0.012929448766163492,35
2,28.7510995388031,1.8014576149393513,0.848507308959961,0.06523029815773962,32,0.001,1,full,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 1, 'observable_type': 'full'}",0.6456079619212463,0.6417135439203808,0.6064935064935065,0.6103896103896104,0.6311688311688312,0.6270746907787151,0.015978217674399216,36,0.8388464979213809,0.8372714778492529,0.8044972700950501,0.8313764499798342,0.8265246233212741,0.8277032638333583,0.012402596669248079,29
3,15.250083780288696,0.9968987362622106,1.6011962890625,0.12278558735754734,32,0.001,5,single,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 5, 'observable_type': 'single'}",0.7633059281696235,0.7784508870618779,0.7324675324675325,0.7683982683982684,0.7692640692640693,0.7623773370722743,0.015732109817198966,25,0.8558325377196082,0.8691284956859349,0.8193605039639303,0.847220132070815,0.8445233351191587,0.8472130009118894,0.016355924095794255,26
4,14.933228302001954,0.6044010883416484,1.5275575160980224,0.06210849748937077,32,0.001,5,half,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 5, 'observable_type': 'half'}",0.7633059281696235,0.7784508870618779,0.7324675324675325,0.7683982683982684,0.7692640692640693,0.7623773370722743,0.015732109817198966,25,0.8558325377196082,0.8691284956859349,0.8193605039639303,0.847220132070815,0.8445233351191587,0.8472130009118894,0.016355924095794255,26
5,17.125970983505248,1.4854736624247509,1.7404972076416017,0.2695072632495479,32,0.001,5,full,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 5, 'observable_type': 'full'}",0.773691042838598,0.7559498052790999,0.7251082251082251,0.7428571428571429,0.7532467532467533,0.7501705938659639,0.015985508777485505,27,0.8750550664932606,0.8850968521910159,0.8449981339128235,0.8648155282531618,0.8739586029628649,0.8687848367626254,0.013518344036262751,21
6,23.447600650787354,2.6896805662737604,2.43382248878479,0.13948008610622922,32,0.001,10,single,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 10, 'observable_type': 'single'}",0.8169623539593249,0.8087408048463869,0.7904761904761904,0.8021645021645022,0.8021645021645022,0.8041016707221813,0.008718689061138997,11,0.8983408634726846,0.8908131012850471,0.8873981929052569,0.885714199719485,0.8904230600217911,0.8905378834808528,0.004338225627133597,10
7,23.297516441345216,2.4679080015027037,2.551322269439697,0.25703206604652673,32,0.001,10,half,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 10, 'observable_type': 'half'}",0.8169623539593249,0.8087408048463869,0.7904761904761904,0.8021645021645022,0.8021645021645022,0.8041016707221813,0.008718689061138997,11,0.8983408634726846,0.8908131012850471,0.8873981929052569,0.885714199719485,0.8904230600217911,0.8905378834808528,0.004338225627133597,10
8,26.9472918510437,2.794381167017578,2.521571969985962,0.08397192336956401,32,0.001,10,full,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 10, 'observable_type': 'full'}",0.800951968844656,0.7888360017308524,0.7735930735930736,0.7965367965367965,0.8056277056277056,0.7931091092666168,0.01121703916065265,18,0.8885672187098277,0.8810316465022842,0.8708840738488952,0.8826660065132462,0.8881235590496198,0.8822545009247748,0.00640698947685067,15
9,26.631970119476318,0.44938217862126867,3.706547212600708,0.23635408642353348,32,0.001,15,single,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 15, 'observable_type': 'single'}",0.8022501081782778,0.8078753786239723,0.7774891774891775,0.7991341991341991,0.8056277056277056,0.7984753138106664,0.01090521936771779,16,0.8789672307380039,0.8899725427572123,0.8613677817039183,0.8709367456643572,0.8800000601963605,0.8762488722119703,0.009586089513157356,18
10,27.09105682373047,0.7040018707102597,3.7735595226287844,0.36354062861915215,32,0.001,15,half,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 15, 'observable_type': 'half'}",0.8022501081782778,0.8078753786239723,0.7774891774891775,0.7991341991341991,0.8056277056277056,0.7984753138106664,0.01090521936771779,16,0.8789672307380039,0.8899725427572123,0.8613677817039183,0.8709367456643572,0.8800000601963605,0.8762488722119703,0.009586089513157356,18
11,28.894470596313475,3.843971584421444,3.6575998783111574,0.17842079301138591,32,0.001,15,full,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 15, 'observable_type': 'full'}",0.7927304197317179,0.8052790999567286,0.7658008658008658,0.7844155844155845,0.7865800865800866,0.7869612112969967,0.012831324987688752,21,0.8894069357469873,0.8934227422958827,0.8611435502609512,0.8709299735737979,0.8799850111062284,0.8789776425967695,0.011842851670017128,17
12,9.03585991859436,1.0139408928344649,0.7952129364013671,0.13385307370962948,32,0.01,1,single,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 1, 'observable_type': 'single'}",0.7529208135006491,0.7395067070532237,0.7181818181818181,0.7445887445887446,0.7415584415584415,0.7393513049765754,0.011529137939376627,28,0.8287172702054563,0.8215820544513512,0.7845414241254973,0.8203981387285324,0.8096184754669733,0.8129714725955622,0.015470862147095485,30
13,9.652804803848266,1.4590829391827624,0.744142484664917,0.18376896219346295,32,0.01,1,half,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 1, 'observable_type': 'half'}",0.7529208135006491,0.7395067070532237,0.7181818181818181,0.7445887445887446,0.7415584415584415,0.7393513049765754,0.011529137939376627,28,0.8287172702054563,0.8215820544513512,0.7845414241254973,0.8203981387285324,0.8096184754669733,0.8129714725955622,0.015470862147095485,30
14,9.034056377410888,1.4952749176567415,0.7372111797332763,0.12778850923659046,32,0.01,1,full,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 1, 'observable_type': 'full'}",0.680657723929035,0.6901774123755949,0.6675324675324675,0.7017316017316018,0.7307359307359307,0.6941670272609259,0.021458450846516052,35,0.8335728945053789,0.8372647112779197,0.802011160405242,0.8357737941164077,0.8302086405855902,0.8277662401781077,0.01309464441397559,28
