,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma_factor,param_max_vmap,param_t,param_trotter_steps,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,166.5385494709015,2.863866115603636,311.4049554347992,2.823452092056623,100.0,1.0,1,0.01,3,"{'C': 100.0, 'gamma_factor': 1.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 3}",0.9791666666666666,1.0,0.9375,0.9791666666666666,0.9583333333333334,0.9708333333333332,0.0212459146399699,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1,315.9004425048828,4.8299135332881535,593.7771544933319,9.476473818880926,100.0,1.0,1,0.01,5,"{'C': 100.0, 'gamma_factor': 1.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 5}",0.9791666666666666,1.0,0.9375,0.9791666666666666,0.9583333333333334,0.9708333333333332,0.0212459146399699,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2,60.157188177108765,0.714411429166386,108.97481288909913,1.3392460318605264,100.0,1.0,1,0.01,1,"{'C': 100.0, 'gamma_factor': 1.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 1}",0.9791666666666666,1.0,0.9375,0.9791666666666666,0.9583333333333334,0.9708333333333332,0.0212459146399699,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3,58.63106808662415,1.1279597669547383,106.34133949279786,0.732558580800561,10.0,1.0,1,0.01,1,"{'C': 10.0, 'gamma_factor': 1.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 1}",0.9791666666666666,0.9375,0.9166666666666666,0.9791666666666666,0.9375,0.95,0.0249999999999999,10,0.9895833333333334,0.9913194444444444,0.9774305555555556,1.0,0.9982608695652174,0.99131884057971,0.0079931313262718,4
4,244.6131556034088,3.904192681846789,460.1633240699768,11.85620283488892,10.0,1.0,1,0.01,5,"{'C': 10.0, 'gamma_factor': 1.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 5}",0.9791666666666666,0.9375,0.9166666666666666,0.9791666666666666,0.9375,0.95,0.0249999999999999,10,0.9895833333333334,0.9913194444444444,0.9774305555555556,1.0,0.9982608695652174,0.99131884057971,0.0079931313262718,4
5,123.25613150596618,1.323877070105482,238.7638850212097,2.274502192617717,10.0,1.0,1,0.01,3,"{'C': 10.0, 'gamma_factor': 1.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 3}",0.9791666666666666,0.9375,0.9166666666666666,0.9791666666666666,0.9375,0.95,0.0249999999999999,10,0.9895833333333334,0.9913194444444444,0.9774305555555556,1.0,0.9982608695652174,0.99131884057971,0.0079931313262718,4
6,296.6880447387695,10.469082444337774,560.0013798713684,13.887754246293987,100.0,10.0,1,0.01,3,"{'C': 100.0, 'gamma_factor': 10.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 3}",0.9375,0.9583333333333334,0.9375,0.9791666666666666,0.9583333333333334,0.9541666666666666,0.015590239111558,4,0.9913194444444444,0.9965277777777776,0.9652777777777776,0.9860869565217392,0.9982608695652174,0.9874945652173912,0.0118971336543701,7
7,306.670992565155,27.07946683949238,535.8089990615845,13.570571140231117,100.0,10.0,1,0.01,5,"{'C': 100.0, 'gamma_factor': 10.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 5}",0.9375,0.9583333333333334,0.9375,0.9791666666666666,0.9583333333333334,0.9541666666666666,0.015590239111558,4,0.9913194444444444,0.9965277777777776,0.9652777777777776,0.9860869565217392,0.9982608695652174,0.9874945652173912,0.0118971336543701,7
8,127.51343069076538,1.237943846941946,237.80019254684447,2.8820594342717376,10.0,10.0,1,0.01,3,"{'C': 10.0, 'gamma_factor': 10.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 3}",0.9375,0.9583333333333334,0.9375,0.9791666666666666,0.9583333333333334,0.9541666666666666,0.015590239111558,4,0.9913194444444444,0.9965277777777776,0.9652777777777776,0.9860869565217392,0.9982608695652174,0.9874945652173912,0.0118971336543701,7
9,239.27309193611143,3.661817305941893,453.5544069290161,3.619362026218033,10.0,10.0,1,0.01,5,"{'C': 10.0, 'gamma_factor': 10.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 5}",0.9375,0.9583333333333334,0.9375,0.9791666666666666,0.9583333333333334,0.9541666666666666,0.015590239111558,4,0.9913194444444444,0.9965277777777776,0.9652777777777776,0.9860869565217392,0.9982608695652174,0.9874945652173912,0.0118971336543701,7
10,45.1219141960144,0.5482760681939239,81.72184038162231,1.085207106588635,10.0,10.0,1,0.01,1,"{'C': 10.0, 'gamma_factor': 10.0, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 1}",0.9375,0.9583333333333334,0.9375,0.9791666666666666,0.9583333333333334,0.9541666666666666,0.015590239111558,4,0.9913194444444444,0.9965277777777776,0.9635416666666669,0.9860869565217392,0.9965217391304348,0.9867995169082124,0.0122558210624985,11
