,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,8.081753921508788,1.8862220812785802,1.29181809425354,0.055660644842845095,32,1,0.001,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.001}",0.6041666666666666,0.6875,0.5416666666666666,0.625,0.6875,0.6291666666666667,0.05496210815947051,12
1,6.538344955444336,0.3506544441079235,1.3019962310791016,0.13191962742390476,32,1,0.01,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.01}",0.6041666666666666,0.7083333333333334,0.6041666666666666,0.7916666666666666,0.6666666666666666,0.6749999999999999,0.07046472718869902,10
2,4.988603019714356,0.2919642457284996,1.228693962097168,0.09416832901869716,32,1,0.1,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.1}",0.5833333333333334,0.7083333333333334,0.5208333333333334,0.7708333333333334,0.6875,0.6541666666666667,0.08994597143717875,11
3,15.062226867675781,0.3746234402035121,2.773773670196533,0.2390796674925145,32,3,0.001,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.001}",0.8333333333333334,0.7708333333333334,0.625,0.7708333333333334,0.8125,0.7625000000000001,0.07288689868556626,7
4,12.459309291839599,0.9060481518141819,2.7237427711486815,0.27888926700182864,32,3,0.01,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.01}",0.8333333333333334,0.7708333333333334,0.6875,0.7916666666666666,0.8333333333333334,0.7833333333333334,0.053683744694688035,6
5,11.401470470428468,0.6031305518316823,2.660004806518555,0.23888968016450848,32,3,0.1,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.1}",0.7083333333333334,0.7708333333333334,0.6666666666666666,0.7916666666666666,0.8541666666666666,0.7583333333333333,0.06535161308899218,8
6,21.934826278686522,0.6177381049976279,4.388302755355835,0.167843704545302,32,5,0.001,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.001}",0.875,0.875,0.7708333333333334,0.7708333333333334,0.8541666666666666,0.8291666666666668,0.04823265376162592,1
7,20.638933992385866,0.4280033154466296,4.446740627288818,0.1938803637279231,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.8333333333333334,0.8333333333333334,0.6875,0.7708333333333334,0.9375,0.8125,0.08228507357554792,4
8,17.461204481124877,0.6075346028727483,4.420962762832642,0.26312979070443687,32,5,0.1,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.1}",0.7708333333333334,0.8541666666666666,0.7708333333333334,0.8125,0.9166666666666666,0.825,0.055277079839256636,2
9,40.9249755859375,0.3453844028693027,8.730853176116943,0.4925544593914125,32,10,0.001,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.001}",0.8333333333333334,0.8333333333333334,0.7708333333333334,0.7708333333333334,0.8958333333333334,0.8208333333333334,0.046770717334674264,3
10,38.45818758010864,1.1282706056678145,8.581828832626343,0.4147841600453257,32,10,0.01,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.01}",0.7916666666666666,0.8541666666666666,0.7083333333333334,0.7916666666666666,0.8333333333333334,0.7958333333333333,0.04999999999999998,5
11,34.89531846046448,1.6961997172948544,8.214879989624023,0.9817655513312394,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.7916666666666666,0.8541666666666666,0.6458333333333334,0.8333333333333334,0.6666666666666666,0.7583333333333333,0.08599903100229289,8
