,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,12.517533779144287,3.297584480023599,1.7871370792388916,0.18567652981124827,32,1,0.001,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.001}",0.6041666666666666,0.5,0.6041666666666666,0.4375,0.5208333333333334,0.5333333333333333,0.06400954789890505,9
1,10.752575063705445,1.7419343360856068,1.8305655002593995,0.11071833825983046,32,1,0.01,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.01}",0.5416666666666666,0.5,0.5833333333333334,0.6041666666666666,0.6458333333333334,0.575,0.0503460248899774,3
2,7.389610385894775,0.6179063918222895,1.9159154415130615,0.48297953459987425,32,1,0.1,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.1}",0.5416666666666666,0.4791666666666667,0.4791666666666667,0.5833333333333334,0.6458333333333334,0.5458333333333334,0.06373774391990981,8
3,18.603647994995118,1.3797557670804814,5.051253938674927,0.2195762457558138,32,3,0.001,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.001}",0.5625,0.5208333333333334,0.5416666666666666,0.5833333333333334,0.6458333333333334,0.5708333333333334,0.04289845892077918,4
4,16.238068723678587,1.6524252370602885,4.4908842086792,0.3503652224726696,32,3,0.01,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.01}",0.5416666666666666,0.5416666666666666,0.5625,0.5625,0.5625,0.5541666666666666,0.010206207261596593,7
5,16.355495595932005,0.7999835363291252,4.485813903808594,0.8541967622269515,32,3,0.1,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.1}",0.5625,0.4791666666666667,0.4583333333333333,0.5,0.5416666666666666,0.5083333333333333,0.038640077064565424,11
6,30.861607837677003,0.46190869577277965,5.6327611923217775,0.6287500990493313,32,5,0.001,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.001}",0.6041666666666666,0.4375,0.5625,0.625,0.5833333333333334,0.5625,0.06588078458684124,5
7,23.29000029563904,1.6912451564381221,5.954125213623047,0.35126910165104275,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.5625,0.5208333333333334,0.5625,0.5625,0.5625,0.5541666666666667,0.016666666666666653,6
8,21.687034130096436,0.8104087703504229,5.725904035568237,0.4645366340562333,32,5,0.1,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.1}",0.5416666666666666,0.4375,0.5625,0.5208333333333334,0.5,0.5125,0.04289845892077916,10
9,54.280872440338136,3.5566138578097006,11.773118829727172,0.3448084761876086,32,10,0.001,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.001}",0.5208333333333334,0.5625,0.5416666666666666,0.625,0.6458333333333334,0.5791666666666667,0.04823265376162594,2
10,49.278762102127075,3.0263824661148937,11.855933809280396,1.1568148575484762,32,10,0.01,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.01}",0.6041666666666666,0.5416666666666666,0.5625,0.6041666666666666,0.6041666666666666,0.5833333333333333,0.026352313834736487,1
11,45.38722424507141,3.4749633548715844,11.033767557144165,2.2480652624542796,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.4375,0.5,0.5208333333333334,0.4583333333333333,0.6041666666666666,0.5041666666666667,0.058034951154933824,12
